class_id,title,description
1,The Iranian-European nuclear accord is good news on several fronts,The announcement Monday that a preliminary agreement reached between Iran and the European Union #39;s three big powers may be finalized soon is good news on several fronts.
2,Winky repeats over Shane,"It was much closer than the first time, but the result was the same when Winky Wright and Shane Mosley left the ring at the Mandalay Bay Event Center last night."
1,"Karzai victory almost sealed, opposition awaits inquiry","KABUL : With more than half the ballots in Afghanistan #39;s presidential election counted and outright victory virtually assured for incumbent Hamid Karzai, attention has turned to when the winner can be declared and how opposition candidates will react."
2,Danny Williams: Self Help Contender,"Danny Williams, Mike Tyson sweepstakes victor and career underachiever, has been trying all week to look the part of the next big some-body, reformed heavyweight on a mission, destinys "
3,Intel stock tumbles 7 after lowered outlook,"SAN FRANCISCO - Intel Corp. #39;s shares fell more than 7 percent yesterday, a day after the computer chip giant #39;s management lowered the company #39;s financial projections after concluding businesses and consumers aren #39;t in a spending mood."
4,UWB group completes key radio spec,The Multiband OFDM Alliance (MBOA) has finished its ultrawideband (UWB) radio physical layer (PHY) specification. What this array of abbreviations means is that UWB chip makers can now finalise their designs 
1,Church Says Girls' Communion Not Valid,"BRIELLE, N.J. - An 8-year-old girl who suffers from a rare digestive disorder and cannot eat wheat has had her first Holy Communion declared invalid because the wafer contained no wheat, violating Roman Catholic doctrine..."
3,Trendy retailers get dressed for work (USATODAY.com),USATODAY.com - There's a new tier of retailers hawking officewear to young professionals.
1,Iran-EU Nuke Negotiations in Final Stages-Kharrazi," TEHRAN (Reuters) - Iran's negotiations with the European  Union over a deal which would spare Tehran from possible U.N.  sanctions are in their final stages, Iran's Foreign Minister  Kamal Kharrazi said Saturday."
3,Audit of Venezuelan vote confirms Chavez victory,"CARACAS, VENEZUELA - An audit of ballots from 150 voting stations has confirmed that President Hugo Chavez won last week #39;s recall referendum, reported the Organization of American States Saturday."
1,Bush-Yawar firm on Iraq poll date,BAGHDAD: The presidents of Iraq and the United States pledged yesterday there would be no delay to landmark elections on January 30 despite a flare-up of violence that left about 100 dead in three days.
1,Fire rips through Venezuelan skyscraper,Hundreds of firefighters backed by helicopters have battled a raging blaze that destroyed at least 12 floors of Venezuela #39;s tallest skyscraper.
4,7-11 Adopting Wireless Technology,"By DAVID KOENIG     ROCKWALL, Texas (AP) -- Sherry Neal checked the refrigerated shelves of her 7-Eleven store, touched the screen of a small handheld computer and got an instant four-week sales history on turkey sandwiches.    With a couple taps on the wireless device, the store manager placed an order for the next day's sandwiches without ever leaving the aisle..."
2,Sharapova overpowers Stosur,"Maria Sharapova reached the last four of the Korea Open after beating Australia #39;s Samantha Stosur 6-2 6-1. Taking centre court after a four-hour rain delay, Sharapova overwhelmed Stosur to set up a semi-final meeting with Anne Kremer of Luxembourg."
2,"Lee Hits Grand Slam, White Sox Beat Tigers (AP)",AP - Carlos Lee hit a grand slam and a two-run homer and Freddy Garcia pitched seven scoreless innings to lead the Chicago White Sox past the Detroit Tigers 11-2 Wednesday.
4,EDS delays earnings again,Auditor KPMG says it isn't ready. Struggling IT services giant is also probing its bonus plan.
2,Europe Dominates U.S. at Start of Ryder Cup,"For Europe, it was a glorious start to the 35th Ryder Cup. For the United States, it was a nightmare."
3,Oil price surge takes a breather,Oil prices fall back to just above \$48 after the US government offers to loan crude to refiners.
3,Household debt leads to record bankruptcies,"The number of individuals going bankrupt has hit a record high, government figures revealed yesterday in fresh evidence that over-indebted households are struggling to cope with recent interest rate rises."
1,New Threats Against Americans in Kabul,American officials warned U.S. citizens Monday to avoid high-profile locations and government facilities in the Afghan capital after Sunday's car bombing outside the office of an American security firm here.
4,Sun to launch next version of Solaris on Nov. 15,"SAN FRANCISCO - Sun Microsystems Inc. will formally launch the next major release of its flagship Solaris operating system at a press event Nov. 15 at the Tech Museum of Innovation in San Jose, California, company officials confirmed Friday. The launch will be part of Sun's quarterly Network Computing product announcement, which is expected to include new product offerings from a variety of Sun's product groups."
2,Steelers Defense Takes a Hit; Two Placed on IR (Reuters),"Reuters - The Pittsburgh Steelers\defense suffered a major blow on Wednesday when the team placed\Pro Bowl nose tackle Casey Hampton and safety Mike Logan on the\reserved/injured list, effectively ending the season for both\players."
3,Retail Sales Rise a Surprise?,Is today's big retail news a surprise? Only for those who weren't paying attention.
4,Dell explores second factory in Europe,Dellis considering opening a second European production plant to support its steady growth on the continent.
4,World Bank Gives Peru Loan to Protect Machu Picchu (Reuters),"Reuters - The World Bank said on Wednesday it\will lend Peru  #36;5 million to help preserve the country's\best-known cultural sites, including Machu Picchu and the\Sacred Valley of the Incas."
4,Virgin Mary Grilled Cheese Miracle Blesses eBay,"A partially eaten piece of a grilled cheese sandwich has become the most talked about item on eBay over the past week, bringing in bids of almost \$19,000."
3,SEC Gives the Thumbs Up to Google #39;s IPO,"Earlier Wednesday, Google cut the range of its IPO price to \$85-\$95 per share from \$108-\$135 per share and the number of shares that will be sold from 25.7 million to 19.6 million. The cuts mean Google could raise about \$1.8 billion in ..."
1,Marines accuse insurgents of using Ramadi hospital to attack &lt;b&gt;...&lt;/b&gt;,"BAGHDAD, Iraq The military says insurgents in the Iraqi city of Ramadi have used a hospital to ambush US soldiers. However, officials for both the Ramadi General Hospital and Medical College rejected the claims."
3,Cendant plans to buy travel website,"CHICAGOTravel and real estate heavyweight Cendant Corp. yesterday said it will buy travel website Orbitz Inc. for about \$1.25 billion (US), making it the second-largest competitor in the online travel industry."
4,"Tech, Media, Telecoms Chiefs Brace for Slow 2005"," AMSTERDAM (Reuters) - Technology, media and telecoms chiefs  are expected to be cautious about 2005 when they gather in  Barcelona this week at Morgan Stanley's annual TMT investor  conference."
3,"Dow Up; Bin Laden, Election Cloud Outlook","US blue-chip stocks finished higher on Friday, helped by gains in energy companies #39; shares, although investors showed caution before next Tuesday #39;s presidential election."
2,Donald Trumps Field,"Luke Donald shoots a 4-under-par 68 for a two-stroke lead after three rounds of the Dunhill Links Championship in St. Andrews, Scotland on Saturday."
2,"Hayden crashes out, Barros mounts another spirited charge",lex Barros finished the last race of the season in sixth place while team mate Nicky Hayden crashed out unhurt while contesting a podium finish in front of capacity crowd at the Ricardo Tormo Circuit in Valencia today.
2,Second helping,Remember this about Johnny Damon dubbing his happy-go-lucky band of brothers a bunch of idiots. He never meant their baseball IQ bordered on brainless.
4,Microsoft to begin music download service in Japan,"Microsoft Corp will begin its music download service in Japan with an initial offering of 50,000 songs, a spokeswoman for the US software giant #39;s online service unit said on Wednesday."
